,Time_Sample [sec],Lat_GNSS [deg],Long_GNSS [deg],Height_GNSS [m],Acc_X [g],Acc_Y [g],Acc_Z [g],Gyro_X [dps],Gyro_Y [dps],Gyro_Z [dps],Magn_X [nT],Magn_Y [nT],Magn_Z [nT]
0,0.0,32.7603067,35.0225533,470.59,0.0035,0.00725,0.99875,0.0,0.0,0.06,630.0,-5870.0,3420.0
1,0.01,32.7603067,35.0225533,470.59,0.0035,0.00725,0.9985,-0.08,0.02,0.04,560.0,-5880.0,3440.0
2,0.02,32.7603067,35.0225533,470.59,0.00375,0.007,0.99875,0.02,-0.02,0.0,570.0,-5890.0,3600.0
3,0.03,32.7603067,35.0225533,470.59,0.00375,0.007,0.999,0.02,0.06,0.02,550.0,-5900.0,3520.0
4,0.04,32.7603067,35.0225533,470.59,0.0035,0.00725,0.99875,-0.02,0.04,-0.02,580.0,-5870.0,3420.0
5,0.05,32.7603067,35.0225533,470.59,0.00375,0.00675,0.999,-0.06,-0.02,-0.02,610.0,-5850.0,3500.0
6,0.06,32.7603067,35.0225533,470.59,0.0035,0.007,0.999,-0.02,0.04,0.0,530.0,-5850.0,3510.0
7,0.07,32.7603067,35.0225533,470.59,0.00375,0.007,0.99875,0.04,0.0,0.04,540.0,-5860.0,3470.0
8,0.08,32.7603067,35.0225533,470.59,0.00375,0.007,0.99875,0.04,-0.04,0.0,650.0,-5870.0,3500.0
9,0.09,32.7603067,35.0225533,470.59,0.00325,0.00725,0.999,0.02,0.04,0.06,680.0,-5820.0,3320.0
10,0.1,32.7603067,35.0225533,470.59,0.0035,0.00725,0.99875,0.04,0.04,-0.02,710.0,-5810.0,3220.0
11,0.11,32.7603067,35.0225533,470.59,0.0035,0.007,0.99875,-0.04,0.0,0.0,690.0,-5900.0,3450.0
12,0.12,32.7603067,35.0225533,470.59,0.00325,0.00725,0.9985,0.0,-0.02,0.04,610.0,-5900.0,3470.0
13,0.13,32.7603067,35.0225533,470.59,0.00375,0.00725,0.99875,-0.02,-0.04,0.02,590.0,-5790.0,3370.0
14,0.14,32.7603067,35.0225533,470.59,0.00375,0.007,0.99875,0.0,0.0,0.02,570.0,-5840.0,3540.0
15,0.15,32.7603067,35.0225533,470.59,0.0035,0.007,0.999,0.0,0.04,-0.02,550.0,-5850.0,3510.0
16,0.16,32.7603067,35.0225533,470.59,0.004,0.00725,0.99875,-0.02,0.04,0.02,560.0,-5810.0,3460.0
17,0.17,32.7603067,35.0225533,470.59,0.0035,0.007,0.99875,-0.04,-0.04,0.02,540.0,-5890.0,3610.0
18,0.18,32.7603067,35.0225533,470.59,0.0035,0.00725,0.999,-0.02,0.02,-0.08,600.0,-5900.0,3490.0
19,0.19,32.7603067,35.0225533,470.59,0.00375,0.007,0.999,-0.02,0.0,0.0,570.0,-5820.0,3460.0
20,0.2,32.7603067,35.0225533,470.59,0.00375,0.00675,0.99875,0.04,0.0,-0.06,560.0,-5860.0,3560.0
21,0.21,32.7603067,35.0225533,470.59,0.0035,0.007,0.99875,0.02,-0.02,0.08,570.0,-5910.0,3570.0
22,0.22,32.7603067,35.0225533,470.59,0.00375,0.007,0.99875,0.02,-0.04,0.02,550.0,-5800.0,3520.0
23,0.23,32.7603067,35.0225533,470.59,0.0035,0.007,0.99875,0.02,-0.04,-0.04,520.0,-5850.0,3610.0
24,0.24,32.7603067,35.0225533,470.59,0.00325,0.0075,0.99875,0.0,0.08,-0.02,570.0,-5910.0,3550.0
25,0.25,32.7603067,35.0225533,470.59,0.0035,0.00725,0.99875,0.0,-0.04,0.0,610.0,-5840.0,3490.0
26,0.26,32.7603067,35.0225533,470.59,0.0035,0.00725,0.99875,0.02,-0.02,-0.04,570.0,-5930.0,3590.0
27,0.27,32.7603067,35.0225533,470.59,0.0035,0.0075,0.999,0.06,0.04,0.04,590.0,-5920.0,3550.0
28,0.28,32.7603067,35.0225532,470.59,0.00375,0.00725,0.99875,-0.02,0.0,-0.04,660.0,-5760.0,3410.0
29,0.29,32.7603067,35.0225532,470.59,0.00325,0.007,0.99875,-0.06,-0.02,-0.02,620.0,-5850.0,3470.0
30,0.3,32.7603067,35.0225532,470.59,0.0035,0.0075,0.99875,-0.02,0.0,-0.08,590.0,-5910.0,3500.0
31,0.31,32.7603067,35.0225532,470.59,0.00375,0.00675,0.999,0.0,0.02,-0.02,610.0,-5800.0,3520.0
32,0.32,32.7603067,35.0225532,470.59,0.00375,0.00675,0.99875,0.02,0.0,0.04,570.0,-5860.0,3560.0
33,0.33,32.7603067,35.0225532,470.59,0.0035,0.007,0.99875,0.02,0.0,0.0,620.0,-5900.0,3500.0
34,0.34,32.7603067,35.0225532,470.59,0.004,0.007,0.99875,0.0,0.04,-0.02,620.0,-5840.0,3570.0
35,0.35000000000000003,32.7603067,35.0225532,470.59,0.00375,0.007,0.999,0.02,-0.08,0.02,640.0,-5960.0,3540.0
36,0.36,32.7603067,35.0225532,470.59,0.0035,0.00725,0.999,-0.06,0.04,0.02,700.0,-5940.0,3430.0
37,0.37,32.7603067,35.0225532,470.59,0.004,0.00725,0.99875,0.0,-0.08,0.04,760.0,-5860.0,3420.0
38,0.38,32.7603067,35.0225532,470.59,0.0035,0.00725,0.999,-0.02,0.06,0.0,760.0,-5920.0,3360.0
39,0.39,32.7603067,35.0225532,470.59,0.00375,0.0075,0.999,-0.02,0.02,0.06,780.0,-5930.0,3300.0
40,0.4,32.7603067,35.0225532,470.59,0.00375,0.00725,0.999,-0.04,0.02,0.0,800.0,-5850.0,3370.0
41,0.41000000000000003,32.7603067,35.0225532,470.59,0.0035,0.0075,0.99875,-0.04,0.04,0.04,750.0,-5910.0,3360.0
