,Time_Sample [sec],Lat_GNSS [deg],Long_GNSS [deg],Height_GNSS [m],Acc_X [g],Acc_Y [g],Acc_Z [g],Gyro_X [dps],Gyro_Y [dps],Gyro_Z [dps],Magn_X [nT],Magn_Y [nT],Magn_Z [nT]
0,0.0,32.7602956,35.0225436,470.3,-0.002,0.017,0.999,0.02,0.0,-0.1,330.0,34200.0,3950.0
1,0.01,32.7602956,35.0225436,470.3,-0.00225,0.01675,0.999,-0.04,0.04,0.02,520.0,34360.0,3800.0
2,0.02,32.7602956,35.0225436,470.3,-0.00225,0.0165,0.999,-0.02,0.04,-0.02,580.0,34370.0,3670.0
3,0.03,32.7602956,35.0225436,470.3,-0.00225,0.0165,0.99875,0.0,0.02,-0.04,650.0,34370.0,3610.0
4,0.04,32.7602956,35.0225436,470.3,-0.002,0.0165,0.9985,0.0,0.08,0.04,680.0,34450.0,3630.0
5,0.05,32.7602956,35.0225436,470.3,-0.0025,0.01625,0.999,-0.02,0.08,0.0,590.0,34440.0,3680.0
6,0.06,32.7602957,35.0225436,470.3,-0.003,0.01675,0.99875,-0.04,0.04,-0.04,630.0,34450.0,3600.0
7,0.07,32.7602957,35.0225436,470.3,-0.00325,0.0165,0.999,-0.04,0.0,-0.04,650.0,34490.0,3720.0
8,0.08,32.7602957,35.0225436,470.3,-0.00325,0.0165,0.99875,0.0,0.06,0.04,570.0,34430.0,3750.0
9,0.09,32.7602957,35.0225436,470.3,-0.00325,0.0165,0.9985,0.04,0.06,0.04,580.0,34400.0,3710.0
10,0.1,32.7602957,35.0225436,470.3,-0.003,0.0165,0.9985,0.02,-0.04,0.04,590.0,34400.0,3850.0
11,0.11,32.7602957,35.0225436,470.3,-0.00325,0.0165,0.99875,0.12,0.0,-0.02,560.0,34390.0,3820.0
12,0.12,32.7602957,35.0225436,470.3,-0.00275,0.017,0.9985,-0.02,-0.02,0.08,550.0,34410.0,3760.0
13,0.13,32.7602957,35.0225436,470.3,-0.0025,0.017,0.99875,0.0,-0.06,0.0,600.0,34450.0,3860.0
14,0.14,32.7602957,35.0225436,470.3,-0.00275,0.017,0.99875,-0.04,-0.08,-0.04,570.0,34420.0,3800.0
15,0.15,32.7602957,35.0225436,470.3,-0.0025,0.01725,0.99875,0.04,-0.04,-0.08,570.0,34420.0,3730.0
16,0.16,32.7602957,35.0225436,470.3,-0.00225,0.017,0.99875,0.02,-0.02,-0.04,610.0,34440.0,3830.0
17,0.17,32.7602957,35.0225436,470.3,-0.00225,0.01675,0.9985,0.0,-0.04,0.0,570.0,34430.0,3800.0
18,0.18,32.7602957,35.0225436,470.3,-0.002,0.01675,0.9985,-0.08,0.02,0.04,560.0,34480.0,3730.0
19,0.19,32.7602957,35.0225436,470.3,-0.002,0.01625,0.99875,-0.04,-0.04,0.02,640.0,34450.0,3810.0
20,0.2,32.7602957,35.0225436,470.3,-0.002,0.01625,0.999,-0.06,0.06,0.04,610.0,34410.0,3790.0
21,0.21,32.7602957,35.0225436,470.3,-0.00225,0.0165,0.99875,-0.02,0.04,0.0,620.0,34500.0,3670.0
22,0.22,32.7602957,35.0225436,470.3,-0.00225,0.016,0.999,-0.04,0.0,0.04,650.0,34450.0,3810.0
23,0.23,32.7602957,35.0225436,470.3,-0.00275,0.0165,0.99875,0.02,0.14,-0.04,650.0,34430.0,3740.0
24,0.24,32.7602957,35.0225436,470.3,-0.00275,0.01675,0.99875,0.0,0.06,0.02,630.0,34480.0,3670.0
25,0.25,32.7602957,35.0225436,470.3,-0.00275,0.0165,0.99875,-0.02,0.04,-0.02,620.0,34410.0,3860.0
26,0.26,32.7602957,35.0225436,470.3,-0.00325,0.017,0.9985,0.0,0.06,0.04,680.0,34390.0,3710.0
27,0.27,32.7602957,35.0225436,470.3,-0.003,0.01725,0.9985,-0.08,0.0,0.06,770.0,34510.0,3500.0
28,0.28,32.7602957,35.0225436,470.3,-0.00275,0.01675,0.9985,-0.02,0.02,0.04,790.0,34450.0,3590.0
29,0.29,32.7602957,35.0225436,470.3,-0.00325,0.01675,0.99875,-0.02,0.0,-0.02,720.0,34440.0,3650.0
30,0.3,32.7602957,35.0225436,470.3,-0.00275,0.01675,0.9985,0.0,-0.04,0.04,690.0,34540.0,3610.0
31,0.31,32.7602957,35.0225436,470.3,-0.003,0.01625,0.99875,0.0,-0.02,0.0,650.0,34480.0,3780.0
32,0.32,32.7602957,35.0225436,470.3,-0.00275,0.0165,0.9985,-0.08,-0.06,-0.04,640.0,34450.0,3750.0
33,0.33,32.7602957,35.0225436,470.3,-0.0025,0.01625,0.9985,-0.04,-0.04,-0.06,620.0,34530.0,3720.0
