,Time_Sample [sec],Lat_GNSS [deg],Long_GNSS [deg],Height_GNSS [m],Acc_X [g],Acc_Y [g],Acc_Z [g],Gyro_X [dps],Gyro_Y [dps],Gyro_Z [dps],Magn_X [nT],Magn_Y [nT],Magn_Z [nT]
0,0.0,32.7602757,35.0225226,471.51,0.0115,0.01,0.99875,0.02,-0.04,-0.04,-6130.0,40110.0,2160.0
1,0.01,32.7602757,35.0225226,471.51,0.012,0.00975,0.99875,0.04,0.0,-0.06,-6030.0,40170.0,2170.0
2,0.02,32.7602757,35.0225226,471.51,0.0115,0.01,0.99875,-0.02,-0.02,0.0,-6090.0,40100.0,2160.0
3,0.03,32.7602757,35.0225226,471.51,0.01175,0.00975,0.9985,-0.04,0.04,-0.04,-6090.0,40110.0,2110.0
4,0.04,32.7602757,35.0225226,471.51,0.01175,0.00975,0.9985,-0.04,-0.04,-0.02,-6120.0,40180.0,2290.0
5,0.05,32.7602757,35.0225226,471.51,0.0115,0.00975,0.99875,-0.08,-0.04,0.0,-6190.0,40180.0,2300.0
6,0.06,32.7602757,35.0225226,471.51,0.01175,0.01,0.9985,0.04,0.0,0.08,-6210.0,40240.0,2230.0
7,0.07,32.7602757,35.0225226,471.51,0.0115,0.00975,0.99875,0.0,0.04,0.0,-6210.0,40310.0,2360.0
8,0.08,32.7602757,35.0225226,471.51,0.0115,0.01,0.9985,-0.02,-0.08,-0.04,-6280.0,40360.0,2330.0
9,0.09,32.7602757,35.0225226,471.51,0.01175,0.01,0.99825,0.0,0.06,0.02,-6280.0,40420.0,2280.0
10,0.1,32.7602757,35.0225226,471.51,0.01175,0.00975,0.99875,0.0,0.0,-0.02,-6250.0,40430.0,2400.0
11,0.11,32.7602757,35.0225226,471.51,0.0115,0.00975,0.99875,-0.04,-0.02,-0.04,-6200.0,40430.0,2270.0
12,0.12,32.7602757,35.0225226,471.51,0.01175,0.01,0.99875,0.0,0.02,0.08,-6240.0,40440.0,2280.0
13,0.13,32.7602757,35.0225226,471.51,0.0115,0.00975,0.99875,0.02,-0.02,0.02,-6240.0,40360.0,2480.0
