,Time_Sample [sec],Lat_GNSS [deg],Long_GNSS [deg],Height_GNSS [m],Acc_X [g],Acc_Y [g],Acc_Z [g],Gyro_X [dps],Gyro_Y [dps],Gyro_Z [dps],Magn_X [nT],Magn_Y [nT],Magn_Z [nT]
0,0.0,32.764319,35.0164567,482.49,-0.04875,-0.005,0.992,-0.44,-0.48,0.04,28920.0,-2190.0,-33400.0
1,0.01,32.764319,35.0164567,482.49,-0.053,-0.00025,0.9895,-0.04,-0.28,-0.06,28890.0,-2220.0,-33390.0
2,0.02,32.764319,35.0164567,482.49,-0.065,0.01825,0.9965,0.34,0.04,0.02,28930.0,-2280.0,-33390.0
3,0.03,32.764319,35.0164567,482.49,-0.06125,0.01,1.01075,-0.04,-0.34,-0.04,28950.0,-2260.0,-33390.0
4,0.04,32.764319,35.0164567,482.49,-0.05675,-0.00225,1.00975,-0.16,-0.08,0.06,28920.0,-2200.0,-33400.0
5,0.05,32.764319,35.0164567,482.49,-0.063,0.0135,0.99675,0.12,0.5,-0.02,28900.0,-2200.0,-33410.0
6,0.06,32.764319,35.0164567,482.49,-0.06225,0.01625,0.9875,-0.2,0.22,-0.02,28940.0,-2250.0,-33390.0
7,0.07,32.764319,35.0164567,482.49,-0.04975,-0.005,0.99675,-0.32,-0.66,-0.02,28940.0,-2270.0,-33380.0
8,0.08,32.764319,35.0164567,482.49,-0.04675,0.0015,1.00275,-0.04,-0.28,0.06,28950.0,-2280.0,-33390.0
9,0.09,32.764319,35.0164567,482.49,-0.06125,0.02625,0.99675,0.24,0.52,0.02,28940.0,-2280.0,-33390.0
10,0.1,32.764319,35.0164567,482.49,-0.0675,0.0105,0.9905,-0.22,0.22,-0.04,28940.0,-2320.0,-33390.0
11,0.11,32.764319,35.0164567,482.49,-0.0635,-0.01075,1.001,-0.26,-0.5,0.02,28900.0,-2230.0,-33420.0
12,0.12,32.764319,35.0164567,482.49,-0.0645,0.011,1.0085,0.32,0.1,0.02,28830.0,-2130.0,-33460.0
13,0.13,32.764319,35.0164567,482.49,-0.065,0.0315,0.99675,0.32,0.46,-0.02,28800.0,-2060.0,-33440.0
14,0.14,32.764319,35.0164567,482.49,-0.05575,0.007,0.987,-0.26,-0.26,0.0,28790.0,-2080.0,-33440.0
15,0.15,32.764319,35.0164567,482.49,-0.04925,-0.0015,0.99625,-0.16,-0.72,0.08,28750.0,-1970.0,-33460.0
